age,nationality,fee_structure,loyalty_classification,estimated_income,superannuation_savings,amount_of_credit_cards,credit_card_balance,bank_loans,bank_deposits,checking_accounts,saving_accounts,foreign_currency_account,business_lending,properties_owned,risk_weighting,brid,genderid,tenure_year,total_assets,total_liabilities,net_worth,debt_to_income
37,European,High,Gold,360800.21,18238.48,1,526.42,338782.79,34504.45,45616.05,8748.93,27404.41,520344.88,2,3,3,2,1999,134512.32,859654.09,-725141.77,2.3826319003528296
71,Asian,High,Silver,35234.55,15378.9,3,3792.07,144620.71,441638.95,115353.46,257073.42,23225.95,387030.32,0,1,3,2,2015,852670.68,535443.1,317227.5800000001,15.196535786607178
72,European,High,Gold,95828.94,9459.79,2,1871.16,312519.52,267545.78,93925.65,236464.93,2184.53,824674.14,0,1,3,1,2011,609580.6800000002,1139064.82,-529484.1399999999,11.88643868960671
35,African,High,Gold,146788.5,39834.5,1,2397.24,122986.19,640602.91,367870.98,223767.04,27457.36,1002791.63,3,2,3,1,2003,1299532.79,1128175.06,171357.72999999998,7.685718295370551
56,Australian,High,Jade,70386.82,49752.78,1,4733.41,1229595.68,325521.19,190930.7,86670.02,39190.01,1637999.56,3,2,3,1,2010,692064.7000000001,2872328.65,-2180263.9499999997,40.80776273171596
19,Australian,Mid,Jade,54632.7,6161.4,1,833.75,60365.86,90680.46,34781.55,76916.9,6030.41,412083.07,3,1,3,1,2020,214570.72,473282.68,-258711.96,8.662992676547196
26,European,Mid,Jade,390608.46,51660.0,2,6590.61,1303392.78,81313.25,54839.17,36534.23,35486.35,1703047.68,2,4,4,2,2020,259833.0,3013031.0700000003,-2753198.0700000003,7.713686155184658
34,European,High,Silver,209330.69,12650.79,1,2424.38,469557.5,185097.77,157333.1,105814.22,62.59,187166.54,2,2,4,1,2016,460958.47,659148.42,-198189.95000000007,3.148837946313558
75,Asian,High,Jade,112683.73,5161.2,2,5247.15,832861.83,1070053.58,716470.66,173348.68,26418.79,1165504.97,1,2,1,2,2005,1991452.9100000001,2003613.95,-12161.039999999804,17.780862862810807
68,European,Low,Silver,231396.28,40382.64,2,757.41,113522.57,569570.56,577946.6,251867.45,6840.2,1228111.17,1,2,2,2,2020,1446607.45,1342391.15,104216.30000000005,5.801265041944494
62,Asian,Mid,Jade,49986.85,19271.46,1,3557.99,181563.18,94786.29,28061.73,38070.41,14690.77,191065.76,2,1,3,2,2015,194880.65999999997,376186.93,-181306.27000000002,7.525717863798179
83,Australian,High,Jade,179434.37,4757.76,3,3449.09,391545.22,224823.63,284776.6,95325.22,9890.3,730708.22,0,2,4,2,2013,619573.51,1125702.53,-506129.02,6.273617089078308
30,American,High,Jade,111485.6,15780.76,2,1768.32,109518.69,386551.75,206941.85,190855.05,42470.6,810263.16,1,2,1,2,2011,842600.0099999999,921550.17,-78950.16000000015,8.266091495224495
51,European,High,Gold,131121.99,33075.99,1,4267.35,738628.08,628660.2,487211.65,352364.04,10644.07,968501.52,1,2,1,1,2000,1511955.9500000002,1711396.95,-199440.99999999977,13.051944605172634
32,European,Low,Jade,224722.41,19388.05,2,690.58,1398446.98,378083.17,191631.2,69349.78,75949.35,1531982.67,1,2,1,2,2019,734401.55,2931120.23,-2196718.6799999997,13.043292967532699
22,African,High,Silver,82651.24,9350.64,1,1039.59,172491.89,780674.58,223049.88,229271.8,2813.19,285502.46,2,1,2,1,1995,1245160.0899999999,459033.94000000006,786126.1499999998,5.553866342477137
58,Asian,High,Gold,21090.76,4114.32,2,1386.56,149157.79,60794.5,27357.52,34044.92,19680.19,427414.18,2,1,2,2,2019,145991.45,577958.53,-431967.08,27.403399877481895
31,American,High,Platinum,337249.36,19296.7,1,2617.08,484229.73,678377.59,196948.33,413153.83,52707.38,1545597.19,1,4,3,1,2007,1360483.8299999998,2032444.0,-671960.1700000002,6.02653182203222
57,European,High,Jade,107655.52,38404.02,1,1045.18,624915.32,405753.4,171664.9,428694.08,1194.27,655845.68,0,2,3,2,2018,1045710.6700000002,1281806.1800000002,-236095.51,11.906553235728182
64,Asian,Mid,Jade,224839.07,4873.51,2,3693.38,816590.42,469279.74,373833.02,446849.76,25010.46,490030.51,0,3,3,1,2005,1319846.49,1310314.31,9532.179999999935,5.827787448151249
82,European,High,Silver,84089.47,8018.4,1,1815.03,237269.07,28379.41,33734.01,20010.16,602.74,243516.78,2,1,3,1,2015,90744.72,482600.88,-391856.16000000003,5.739135708668398
84,European,Low,Platinum,246327.38,28068.0,1,2661.56,878592.94,74747.86,46607.49,39677.92,48436.61,462837.75,0,3,3,1,2002,237537.88,1344092.25,-1106554.37,5.456528015683843
24,European,Mid,Jade,157380.5,4309.76,1,691.74,1017636.33,1236148.34,658677.58,170534.33,46020.33,1144712.1,2,2,3,1,2012,2115690.34,2163040.17,-47349.830000000075,13.744016380682485
19,American,High,Jade,94278.19,19980.75,2,628.53,135261.87,908877.7,376851.73,797373.92,24220.55,1013471.42,2,3,3,2,2012,2127304.65,1149361.82,977942.8299999998,12.191174013841378
48,Asian,High,Gold,439472.87,36385.95,2,917.32,858150.92,329460.18,173400.1,312120.17,16741.09,535785.29,0,4,4,1,2012,868107.4899999999,1394853.53,-526746.0400000002,3.1739240922881087
17,European,High,Jade,309468.8,24993.15,1,1974.36,801630.51,822290.12,590771.54,240779.32,60404.97,1488976.7,1,2,4,1,2018,1739239.1,2292581.57,-553342.4699999997,7.408118589014466
61,Asian,Mid,Jade,384142.67,34698.56,1,4193.47,572900.89,270551.98,145681.83,197156.08,47953.37,193773.28,1,3,1,2,2001,696041.8199999998,770867.64,-74825.82000000018,2.006722242025339
73,European,Mid,Silver,107365.62,14408.16,3,2695.4,172396.97,137641.66,74358.14,75465.6,9218.44,402594.38,2,1,2,2,1995,311092.0,577686.75,-266594.75,5.380556178039115
28,European,High,Gold,128148.71,12681.24,1,1332.05,121833.56,34050.76,46031.58,14641.83,12705.66,383125.01,3,1,3,1,2018,120111.07,506290.62,-386179.55,3.950805435341487
81,Asian,High,Jade,208965.85,53907.62,1,5767.77,511241.45,557088.29,432689.93,67066.94,39350.76,227001.45,1,3,4,2,2003,1150103.54,744010.67,406092.87,3.5604414309802297
74,European,High,Jade,50054.16,4521.9,3,389.45,276227.71,91304.24,39311.55,55999.93,11444.98,43473.89,2,1,1,2,2017,202582.6,320091.05000000005,-117508.45000000004,6.394894050764212
49,European,Low,Jade,29125.26,28117.39,2,4248.3,723573.68,285173.39,151436.9,53376.59,24406.01,406859.75,2,1,1,2,2013,542510.28,1134681.73,-592171.45,38.958681570567954
74,European,High,Gold,60970.29,18932.48,2,707.11,196012.67,502813.34,306060.29,120675.2,23474.77,293613.77,1,1,1,1,2021,971956.08,490333.55000000005,481622.5299999999,8.04217185124099
43,Australian,Mid,Jade,133180.88,27623.46,1,4027.35,510992.7,691698.96,145620.83,359475.43,15138.47,670259.88,2,1,2,2,2004,1239557.15,1185279.93,54277.21999999997,8.899775478281867
50,European,Mid,Jade,71186.04,13756.86,2,4363.01,1267067.32,453483.46,241658.95,31743.84,73828.5,752241.86,2,3,2,1,2019,814471.61,2023672.19,-1209200.58,28.427936011049358
74,European,High,Gold,111956.47,24675.67,1,1971.89,556782.54,258024.28,246023.15,56705.34,17993.57,567031.76,1,1,3,1,2000,603422.01,1125786.19,-522364.17999999993,10.055570615972439
83,American,High,Platinum,175192.75,50740.24,1,2620.99,777960.39,1118146.53,396433.77,657266.86,11312.0,1117329.49,3,2,3,2,2011,2233899.4000000004,1897910.87,335988.53000000026,10.833272895139782
57,American,High,Jade,148469.07,43771.52,1,513.37,96667.9,253711.48,284331.83,107171.23,26628.77,716626.1,3,2,3,1,2018,715614.8300000001,813807.37,-98192.53999999992,5.4813259758412975
40,European,High,Silver,288372.7,7674.8,1,4381.44,1369221.0,297694.66,64500.51,192757.29,63160.44,1068170.04,3,2,3,1,2002,625787.7,2441772.48,-1815984.78,8.467419003255163
21,European,High,Silver,266530.81,21990.3,1,447.05,467686.8,834515.64,219609.38,388708.6,9180.93,985045.41,2,2,3,2,2008,1474004.85,1453179.26,20825.590000000084,5.452199916399909
27,European,Low,Jade,78054.21,18705.0,1,2462.62,443193.19,698949.39,143374.23,335137.27,38769.59,768206.09,0,1,3,1,2012,1234935.4800000002,1213861.9,21073.580000000307,15.551523742281164
82,European,Low,Jade,58989.7,11962.08,1,1451.77,238669.58,840089.65,154753.36,266617.93,34111.49,0.0,0,1,4,2,2019,1307534.51,240121.34999999998,1067413.1600000001,4.070564013717648
69,European,Mid,Jade,192727.18,19953.7,1,4306.71,703469.39,1110950.29,498986.15,243373.43,35074.14,1713942.8,3,2,4,2,2021,1908337.7099999997,2421718.9,-513381.1900000002,12.565528640018497
64,European,High,Gold,258577.76,37668.72,1,1672.26,372833.03,502106.34,222524.4,379375.57,40969.1,479087.54,1,2,1,1,2019,1182644.1300000001,853592.8300000001,329051.30000000005,3.3011069088076255
38,Asian,Low,Jade,456100.04,57323.63,1,2551.95,348975.03,461512.76,363616.12,265160.06,28117.69,1345870.73,3,4,2,2,2015,1175730.2599999998,1697397.71,-521667.4500000002,3.721546943955541
83,Asian,Mid,Jade,238781.13,38376.42,1,4957.84,916634.56,1211730.47,976443.0,113996.78,12450.75,285914.61,2,2,3,2,1996,2352997.4199999995,1207507.01,1145490.4099999995,5.056961620040914
41,Asian,Mid,Jade,339802.57,59287.13,1,5457.24,389702.54,254722.43,265049.01,63336.39,36141.73,1023580.23,0,3,4,1,2002,678536.69,1418740.01,-740203.3200000001,4.175189169405046
40,European,High,Silver,138500.69,31907.84,1,3299.68,777274.72,2426964.89,439887.39,807724.25,101659.01,1868307.68,0,3,1,2,2003,3808143.38,2648882.08,1159261.2999999998,19.12540710085993
36,European,Mid,Silver,385028.64,30937.6,2,3364.86,926133.76,436763.03,252503.63,352549.66,3252.22,225850.88,1,3,1,2,2012,1076006.1400000001,1155349.5,-79343.35999999987,3.0006845724515454
50,European,Mid,Platinum,147230.17,19263.88,1,116.05,431461.64,86604.91,53923.81,67878.64,17677.45,504046.5,0,2,1,2,2019,245348.69,935624.19,-690275.5,6.354840111914561
68,European,Mid,Platinum,131962.8,10259.67,1,4450.75,547003.72,561714.63,236175.47,458435.74,11136.97,973558.95,0,2,2,2,2020,1277722.4799999997,1525013.42,-247290.94000000018,11.556388770168564
50,European,Mid,Jade,173052.06,35318.52,3,5.74,85486.26,289060.89,152413.93,76154.41,11728.35,980616.85,0,2,2,1,2004,564676.1,1066108.85,-501432.7500000001,6.160625016541266
31,Asian,High,Gold,144729.34,30974.79,1,9300.76,546156.31,399326.74,128730.33,80390.78,55348.32,1594072.17,1,2,3,2,2007,694770.96,2149529.24,-1454758.2800000003,14.85206275382725
79,European,Mid,Gold,259866.83,29786.74,1,1128.64,442798.14,968239.86,746166.5,163445.99,41568.05,372524.68,2,2,3,1,2001,1949207.14,816451.46,1132755.68,3.141807132522454
30,African,High,Gold,277568.27,5312.5,1,3295.41,1238071.92,389773.14,287201.26,108315.91,46840.65,906190.23,2,4,3,1,2008,837443.4600000001,2147557.5599999996,-1310114.0999999996,7.737042710249264
42,European,High,Silver,105030.5,3942.88,2,3290.86,520453.41,887296.88,184853.52,327806.9,4826.85,718061.56,3,1,3,2,1996,1408727.0299999998,1241805.83,166921.19999999972,11.823287806875147
24,European,High,Jade,46666.15,18698.85,1,4987.8,892919.79,1138431.29,468290.88,403537.56,15969.1,185979.56,1,2,3,1,2011,2044927.6800000002,1083887.1500000001,961040.53,23.22641036382903
65,African,High,Jade,36972.06,9079.68,1,3727.74,117948.4,1192095.13,509524.53,424731.96,32780.04,986870.17,1,2,3,2,1995,2168211.3400000003,1108546.31,1059665.0300000003,29.98335256407136
49,European,Mid,Silver,26263.14,6226.56,1,3576.77,210488.51,272517.77,144644.05,53287.71,3155.36,141708.74,0,1,3,2,2015,479831.45,355774.02,124057.43,13.54651500163347
69,European,Mid,Jade,150128.79,4140.92,2,623.39,700025.06,143853.26,75522.96,12802.94,30303.33,1708598.98,2,2,4,2,2021,266623.41000000003,2409247.43,-2142624.02,16.04787083143746
55,Asian,High,Silver,287122.28,15789.44,1,397.56,250880.72,553397.32,394375.1,282805.11,13139.92,1021626.66,0,2,4,1,2013,1259506.8899999997,1272904.94,-13398.05000000028,4.433319977815723
70,European,High,Jade,63251.04,19842.94,3,2199.7,495320.34,433211.84,166619.94,217439.02,22191.46,309608.0,0,1,3,2,2020,859305.2,807128.04,52177.159999999916,12.760707808124579
33,European,Mid,Gold,341966.25,61537.71,1,3460.56,621046.15,149507.53,97573.33,53822.71,60734.53,2075443.99,2,4,1,1,2009,423175.81,2699950.7,-2276774.89,7.895371838595183
66,Asian,Mid,Silver,156213.39,20226.48,1,2675.34,1646375.26,1628718.42,1025964.36,138505.19,82576.78,1658464.35,0,2,2,2,2006,2895991.2299999995,3307514.95,-411523.72000000067,21.173056611856385
28,Asian,Mid,Jade,94158.33,48129.6,2,95.99,390594.19,370924.28,241907.14,366623.71,3489.44,962024.52,1,3,3,2,2021,1031074.17,1352714.7,-321640.5299999999,14.366383728343525
74,European,Mid,Gold,38120.11,22574.57,1,1946.76,69403.24,435733.32,317722.21,103486.66,15585.68,738313.44,3,1,4,2,2009,895102.4400000001,809663.44,85439.00000000012,21.239798101317124
65,American,High,Silver,91644.67,10116.64,1,1128.11,240786.0,310811.18,141277.81,149754.48,22730.0,1430955.43,2,2,1,1,2002,634690.11,1672869.54,-1038179.43,18.253866155009344
64,European,High,Jade,247618.12,32999.38,2,9685.54,1703777.63,2568583.27,1394373.78,299423.42,55777.32,1146609.81,3,2,1,2,2003,4351157.17,2860072.98,1491084.19,11.550337996266187
43,European,Mid,Jade,37071.94,28886.88,2,1109.81,356463.1,508775.28,300639.94,100367.49,38155.17,1166359.17,3,2,1,1,2018,976824.76,1523932.0799999998,-547107.3199999998,41.10742734262085
22,European,Mid,Silver,502742.17,51208.12,2,3210.86,1099619.74,397889.37,258422.99,171502.63,38996.1,601702.48,3,5,2,2,1996,918019.21,1704533.08,-786513.8700000001,3.390471660652617
51,American,High,Jade,127957.23,5475.55,1,953.95,399714.66,615891.1,296324.97,227763.5,19165.86,615109.81,1,1,2,2,2020,1164620.98,1015778.42,148842.55999999994,7.938421455356607
75,Asian,Low,Gold,137103.46,50526.44,1,396.71,952802.25,274935.74,102642.68,163641.75,48305.74,172356.94,2,2,3,1,2018,640052.3499999999,1125555.9,-485503.55000000005,8.209536797977236
50,European,Low,Jade,84376.77,20749.74,3,2511.63,619021.39,223021.79,111510.9,95313.47,15177.64,171393.63,2,1,3,2,2009,465773.54000000004,792926.65,-327153.11,9.397452047524455
34,European,Low,Gold,59749.61,7175.54,1,848.89,582923.56,410333.54,232785.37,195736.99,35640.32,894663.64,1,1,3,1,2001,881671.7599999999,1478436.09,-596764.3300000002,24.743861759097676
73,European,High,Silver,93315.7,30058.95,1,4268.59,458715.34,0.0,0.0,0.0,37508.14,1534082.33,2,2,3,1,2020,67567.09,1997066.2600000002,-1929499.1700000002,21.40118179470336
63,European,Mid,Jade,143176.05,19395.6,1,2916.55,865089.01,636679.19,236603.75,216815.07,20589.88,1636903.21,3,2,3,2,2008,1130083.49,2504908.77,-1374825.28,17.495305744221888
77,European,Low,Gold,282572.6,14326.61,1,4963.57,126525.55,238663.83,70812.34,128275.25,646.28,549063.51,2,2,3,2,2010,452724.31,680552.63,-227828.32,2.4084169165729445
66,Australian,Mid,Platinum,85918.91,8139.74,1,4196.21,173599.5,448356.37,162056.52,378131.88,34870.87,383001.13,1,2,3,2,2012,1031555.38,560796.84,470758.54000000004,6.52704788736263
73,Asian,Mid,Jade,61641.57,4504.64,2,2050.56,62056.98,211125.77,185378.73,56231.55,1865.27,452009.85,2,1,4,2,2005,459105.96,516117.38999999996,-57011.429999999935,8.372878724536054
70,Asian,High,Jade,69503.13,28797.84,3,444.55,246308.75,247751.56,161413.9,175453.15,8059.39,262550.14,3,1,4,2,2008,621475.84,509303.44,112172.39999999997,7.327777036803954
55,European,Mid,Silver,42693.61,8208.36,1,1582.8,551527.19,622135.23,276504.54,182723.42,33443.8,227747.76,2,1,3,2,2017,1123015.35,780857.75,342157.6000000001,18.289803790309602
85,European,High,Silver,172604.84,57941.64,1,813.96,291661.48,550490.75,595125.13,185976.6,51923.88,940840.4,3,4,1,2,2004,1441457.9999999998,1233315.84,208142.15999999968,7.1453143492384115
34,European,High,Gold,216551.65,6291.81,1,5461.91,117004.83,1510274.84,357696.67,725329.36,9582.94,1064518.19,0,2,2,2,2019,2609175.62,1186984.93,1422190.6900000002,5.481301712547561
81,American,Mid,Platinum,140652.04,19839.64,1,2813.37,70599.97,346514.66,269511.4,142071.01,2319.73,149810.53,2,2,3,2,1999,780256.4400000001,223223.87,557032.5700000001,1.5870645743922376
81,Asian,Mid,Platinum,61720.63,6251.31,2,3899.15,218864.95,606812.23,280702.25,118885.66,17230.62,612629.04,1,1,4,2,2020,1029882.0700000001,835393.14,194488.93000000005,13.535071498784118
47,Asian,High,Jade,45492.89,25014.99,1,3284.7,938754.7,972009.25,368042.34,328123.9,24629.22,473930.91,3,2,1,2,2009,1717819.7000000002,1415970.3099999998,301849.39000000036,31.125090316310963
41,European,Low,Jade,363577.73,51434.35,1,5129.75,731052.74,508649.83,322383.7,354622.06,35455.63,614125.22,1,4,1,1,2009,1272545.57,1350307.71,-77762.1399999999,3.7139450482844483
52,Asian,Low,Jade,40912.44,26186.4,1,4062.15,90456.75,424422.0,122233.54,119517.24,31105.8,737636.85,2,1,1,1,2002,723464.9800000001,832155.75,-108690.7699999999,20.339919838562547
73,European,High,Jade,204136.69,38722.25,1,7.11,898207.28,609009.52,309118.47,109621.71,23720.1,1132529.34,2,2,2,2,2001,1090192.05,2030743.73,-940551.6799999999,9.947960506266659
31,American,Mid,Jade,52754.1,21393.4,2,2723.07,561273.75,620849.97,336732.19,204564.8,5815.51,290928.85,0,1,2,2,2006,1189355.8699999999,854925.6699999999,334430.19999999995,16.205862103609007
17,European,Mid,Silver,125007.58,29763.12,2,7798.24,1361520.44,1503846.78,541827.15,659812.78,49406.0,294040.11,0,2,3,1,2014,2784655.83,1663358.79,1121297.04,13.306063440312979
81,American,High,Jade,66270.49,3225.47,1,1723.47,227862.0,84598.86,68184.16,33107.2,2786.28,376337.63,0,1,3,1,2005,191901.97000000003,605923.1,-414021.12999999995,9.143181225912166
64,European,High,Gold,59368.37,30367.35,2,587.97,730796.04,578948.64,254070.99,110458.4,16932.91,766071.12,2,2,3,2,2021,990778.29,1497455.13,-506676.83999999985,25.22311341881207
47,European,Low,Silver,155282.28,22415.11,1,2345.36,400838.5,223771.21,236202.95,46246.05,16386.55,157501.6,1,1,3,2,2011,545021.87,560685.46,-15663.589999999967,3.610749790639344
22,African,Mid,Silver,273718.71,37893.28,1,4825.92,569916.36,1711330.15,460742.73,451747.28,16989.71,2918539.26,1,5,3,1,1996,2678703.15,3493281.54,-814578.3900000001,12.762304557112664
58,European,Low,Gold,30131.15,11408.21,1,10.12,205066.72,151071.08,148420.71,93293.02,7800.56,175087.49,0,1,3,2,2017,411993.58,380164.32999999996,31829.25000000006,12.616987071519008
30,African,High,Gold,352767.12,18067.5,2,2354.69,321637.3,219305.24,227137.57,92108.2,14904.85,821211.75,0,2,3,2,2007,571523.36,1145203.74,-573680.38,3.2463448974496263
66,American,High,Silver,230627.76,33204.18,2,7191.01,1583634.29,1933423.95,378278.6,1053435.85,63161.33,1317554.38,2,2,4,1,2006,3461503.91,2908379.6799999997,553124.2300000004,12.61070948267459
28,European,High,Jade,132987.89,15488.38,1,2065.57,632022.22,242511.71,189791.78,79712.55,32823.48,944514.24,3,2,4,2,2018,560327.9,1578602.0299999998,-1018274.1299999998,11.870269014720058
79,European,Mid,Gold,408054.76,66808.24,1,6233.94,1143817.65,395367.36,113521.32,336297.13,45525.06,2158734.19,2,4,3,2,2017,957519.1100000001,3308785.78,-2351266.67,8.10868075647494
81,African,High,Jade,397666.92,41829.06,2,1042.75,483400.01,512980.16,227991.18,597988.3,26417.66,74992.06,3,3,1,2,2012,1407206.36,559434.8200000001,847771.54,1.406792448313277
70,European,Mid,Jade,127187.15,30942.37,3,2059.75,277278.4,87108.72,59009.13,58671.94,9987.64,256403.88,0,2,2,1,2014,245719.8,535742.03,-290022.23000000004,4.212233940299787
40,European,Mid,Gold,55548.39,7374.9,1,1919.54,244695.4,178785.1,220242.51,45084.94,4742.38,206909.32,3,1,3,2,2020,456229.83,453524.26,2705.570000000007,8.164489735886136
57,European,Low,Jade,90398.53,8791.2,2,1192.51,721798.22,284911.58,398876.21,73869.8,35981.24,247714.85,1,3,4,2,2014,802430.03,970705.58,-168275.54999999993,10.73806819646293
51,Australian,High,Gold,88518.57,7891.84,2,964.3,631312.79,490144.28,265969.76,112847.17,24846.02,110986.23,3,1,1,1,2004,901699.0700000001,743263.3200000001,158435.75,8.396693710709515
48,European,Mid,Silver,235108.2,27598.14,1,6791.72,94868.88,629217.11,230905.36,387921.01,74617.93,723146.08,2,4,1,2,2013,1350259.5499999998,824806.6799999999,525452.8699999999,3.508200394541747
45,European,High,Jade,242843.25,11390.62,1,1898.13,992141.23,1241580.58,432336.1,500401.32,16707.06,357398.23,1,2,1,1,2020,2202415.68,1351437.5899999999,850978.0900000003,5.565061371893186
39,American,High,Silver,88405.39,15785.68,1,1863.76,399897.77,372862.0,403094.06,124959.16,1331.76,621081.35,3,1,2,1,2011,918032.6600000001,1022842.88,-104810.21999999986,11.569915363757799
